"Home Team (2023) (901)","Away Team (2023) (901)","Game Time (2023) (901)","Season Type (2023) (901)","Normalized Ranking Delta (Calculated)","Field Goal % Delta (Calculated)","eFG% Delta (Calculated)","Turnover Ratio Delta (Calculated)","PPP Delta (Calculated)","Team (2023) (900)","Field Goal % Home (Calculated)","eFG% Home (Calculated)","Turnover Ratio Home (Calculated)","PPP Home (Calculated)","Team (2023) (904)","Field Goal % Away (Calculated)","eFG % Away (Calculated)","Turnover Ratio Away (Calculated)","PPP Away (Calculated)"
"Memphis Grizzlies","Phoenix Suns","Fri, 24 Nov 2023 22:00:00 GMT","Regular Season",0.26099051671561746,-0.05799856223841188,-0.056139449557812915,0.004133943901479545,0.9143766097891597,"Memphis Grizzlies",0.43499308437067774,0.5090594744121715,0.11566312865787125,0.9479247690546315,"Phoenix Suns",0.4929916466090896,0.5651989239699844,0.1115291847563917,0.03354815926547188
"Indiana Pacers","Detroit Pistons","Sat, 25 Nov 2023 01:00:00 GMT","Regular Season",-0.0988432818998326,0.04434318424578698,0.05297640919600999,-0.025225773305310256,-0.8177082736222048,"Indiana Pacers",0.5073035925779708,0.5784971706803527,0.09162947445122506,0.15888470427116325,"Detroit Pistons",0.46296040833218377,0.5255207614843427,0.11685524775653532,0.976592977893368
"Golden State Warriors","San Antonio Spurs","Sat, 25 Nov 2023 03:00:00 GMT","Regular Season",-0.2055815207542414,0.014098624292928241,0.025020428068072476,-0.00608633089048026,-0.9730378697333287,"Golden State Warriors",0.47644397125365984,0.5570268831514507,0.10615952313369288,0.010041533491718938,"San Antonio Spurs",0.4623453469607316,0.5320064550833782,0.11224585402417314,0.9830794032250477
"Milwaukee Bucks","Washington Wizards","Sat, 25 Nov 2023 01:00:00 GMT","Regular Season",-0.1883673507799396,0.017289950091013584,0.02967855881067205,-0.008440612193580277,-0.9269926634734549,"Milwaukee Bucks",0.487462110774318,0.5675806007164508,0.0955563923931463,0.07235589027300392,"Washington Wizards",0.4701721606833044,0.5379020419057787,0.10399700458672657,0.9993485537464588
"Orlando Magic","Boston Celtics","Fri, 24 Nov 2023 19:30:00 GMT","Regular Season",-0.006974243841189942,-0.010167355053600557,-0.03625187344417269,0.022343652543901638,-0.05265930782712805,"Orlando Magic",0.47671744754239725,0.541966082207531,0.11135241855873643,0.06681777821405784,"Boston Celtics",0.4868848025959978,0.5782179556517036,0.08900876601483479,0.11947708604118588
"Los Angeles Clippers","New Orleans Pelicans","Sat, 25 Nov 2023 03:30:00 GMT","Regular Season",0.08073102756450379,0.0023517725327231176,0.003838710576840376,0.000411055534179805,-0.005711817337647432,"Los Angeles Clippers",0.48860438942037143,0.5614800225098481,0.09833333333333333,0.05746042861888473,"New Orleans Pelicans",0.4862526168876483,0.5576413119330077,0.09792227779915352,0.06317224595653216
"Cleveland Cavaliers","Los Angeles Lakers","Sun, 26 Nov 2023 00:30:00 GMT","Regular Season",0.08273223452432599,-0.019030668041640997,-0.009392941652801579,0.00029644519692988147,0.05092291077901051,"Cleveland Cavaliers",0.47985450475657526,0.5570089535534415,0.10193185127657509,0.12109819596175045,"Los Angeles Lakers",0.49888517279821626,0.5664018952062431,0.1016354060796452,0.07017528518273994
"Los Angeles Clippers","Dallas Mavericks","Sun, 26 Nov 2023 03:30:00 GMT","Regular Season",0.051846612698667194,0.007576237645585626,-0.0009434781021470107,0.0037528971013112283,-0.07110712997384122,"Los Angeles Clippers",0.48860438942037143,0.5614800225098481,0.09833333333333333,0.05746042861888473,"Dallas Mavericks",0.4810281517747858,0.5624235006119951,0.0945804362320221,0.12856755859272595
"Oklahoma City Thunder","Philadelphia 76ers","Sat, 25 Nov 2023 22:00:00 GMT","Regular Season",0.0989552707964021,0.034441603893478556,0.041196601877917405,0.002801616373044935,0.03376134330510826,"Oklahoma City Thunder",0.4987711632987439,0.573184052430366,0.09164777021919879,0.11656425480482932,"Philadelphia 76ers",0.4643295594052653,0.5319874505524486,0.08884615384615385,0.08280291149972106
"Brooklyn Nets","Miami Heat","Sat, 25 Nov 2023 23:00:00 GMT","Regular Season",0.2847718503531539,-0.009519125739718026,-0.007430692417663809,0.003401405530998769,0.9223427536034173,"Brooklyn Nets",0.4555905296291228,0.5304502531818804,0.09860675039246468,0.9994003157161376,"Miami Heat",0.4651096553688408,0.5378809455995442,0.09520534486146591,0.0770575621127203
"Washington Wizards","Atlanta Hawks","Sun, 26 Nov 2023 00:00:00 GMT","Regular Season",0.315214371180227,0.0050252375050200415,-0.0010358945812419806,0.00552852765353104,0.9871094781764977,"Washington Wizards",0.4701721606833044,0.5379020419057787,0.10399700458672657,0.9993485537464588,"Atlanta Hawks",0.4651469231782844,0.5389379364870207,0.09846847693319553,0.012239075569961087
"Utah Jazz","New Orleans Pelicans","Sun, 26 Nov 2023 02:30:00 GMT","Regular Season",0.2592908239238477,-0.019151816453514547,-0.018637106262135328,0.019544720479017508,0.9442292445387984,"Utah Jazz",0.46710080043413377,0.5390042056708724,0.11746699827817103,1.0074014904953306,"New Orleans Pelicans",0.4862526168876483,0.5576413119330077,0.09792227779915352,0.06317224595653216
"Memphis Grizzlies","Minnesota Timberwolves","Sun, 26 Nov 2023 23:00:00 GMT","Regular Season",0.2254512032300573,-0.050094383366632245,-0.0503755700386459,0.00903151895877688,0.8281042525450278,"Memphis Grizzlies",0.43499308437067774,0.5090594744121715,0.11566312865787125,0.9479247690546315,"Minnesota Timberwolves",0.48508746773731,0.5594350444508174,0.10663160969909437,0.11982051650960364
"Milwaukee Bucks","Portland Trail Blazers","Sun, 26 Nov 2023 20:30:00 GMT","Regular Season",-0.11122692606823181,0.04877260560846702,0.06506564693722294,-0.023909950845179967,-0.8677984666450316,"Milwaukee Bucks",0.487462110774318,0.5675806007164508,0.0955563923931463,0.07235589027300392,"Portland Trail Blazers",0.438689505165851,0.5025149537792278,0.11946634323832626,0.9401543569180355
"Brooklyn Nets","Chicago Bulls","Mon, 27 Nov 2023 00:30:00 GMT","Regular Season",0.29438494459994957,-0.014228246770931707,-0.0034780749282162793,0.004810808022573471,0.9748906200338187,"Brooklyn Nets",0.4555905296291228,0.5304502531818804,0.09860675039246468,0.9994003157161376,"Chicago Bulls",0.4698187764000545,0.5339283281100967,0.09379594236989121,0.024509695682319015
"New York Knicks","Phoenix Suns","Sun, 26 Nov 2023 23:00:00 GMT","Regular Season",0.12276980440720753,-0.027087252064386502,-0.024766357500773717,-0.011039723164143173,0.1242763584254527,"New York Knicks",0.4659043945447031,0.5404325664692107,0.10048946159224853,0.1578245176909246,"Phoenix Suns",0.4929916466090896,0.5651989239699844,0.1115291847563917,0.03354815926547188
"Orlando Magic","Charlotte Hornets","Sun, 26 Nov 2023 23:00:00 GMT","Regular Season",-0.2153361965911007,0.01674268236645443,0.012665647607783326,0.0039177368276761965,-0.908554770097628,"Orlando Magic",0.47671744754239725,0.541966082207531,0.11135241855873643,0.06681777821405784,"Charlotte Hornets",0.4599747651759428,0.5293004345997476,0.10743468173106023,0.9753725483116858
"Denver Nuggets","San Antonio Spurs","Mon, 27 Nov 2023 01:00:00 GMT","Regular Season",-0.13188579764787378,0.03360189854002399,0.029746532964430528,-0.019630204182203986,-0.8462844661998132,"Denver Nuggets",0.4959472455007556,0.5617529880478087,0.09261564984196916,0.13679493702523454,"San Antonio Spurs",0.4623453469607316,0.5320064550833782,0.11224585402417314,0.9830794032250477
"Cleveland Cavaliers","Toronto Raptors","Mon, 27 Nov 2023 00:30:00 GMT","Regular Season",-0.19876188101369907,0.008674515632051072,0.021799600644251682,-0.0022111680196791744,-0.8763381123221784,"Cleveland Cavaliers",0.47985450475657526,0.5570089535534415,0.10193185127657509,0.12109819596175045,"Toronto Raptors",0.4711799891245242,0.5352093529091898,0.10414301929625426,0.9974363082839288
"Boston Celtics","Atlanta Hawks","Sun, 26 Nov 2023 23:00:00 GMT","Regular Season",0.1585582601164892,0.021737879417713435,0.03928001916468293,-0.009459710918360745,0.1072380104712248,"Boston Celtics",0.4868848025959978,0.5782179556517036,0.08900876601483479,0.11947708604118588,"Atlanta Hawks",0.4651469231782844,0.5389379364870207,0.09846847693319553,0.012239075569961087
"Indiana Pacers","Portland Trail Blazers","Tue, 28 Nov 2023 00:00:00 GMT","Regular Season",-0.06530346316044466,0.06861408741211977,0.07598221690112483,-0.027836868787101204,-0.7812696526468723,"Indiana Pacers",0.5073035925779708,0.5784971706803527,0.09162947445122506,0.15888470427116325,"Portland Trail Blazers",0.438689505165851,0.5025149537792278,0.11946634323832626,0.9401543569180355
"Philadelphia 76ers","Los Angeles Lakers","Tue, 28 Nov 2023 00:00:00 GMT","Regular Season",0.08686226465260771,-0.034555613392950935,-0.03441444465379451,-0.012789252233491352,0.012627626316981125,"Philadelphia 76ers",0.4643295594052653,0.5319874505524486,0.08884615384615385,0.08280291149972106,"Los Angeles Lakers",0.49888517279821626,0.5664018952062431,0.1016354060796452,0.07017528518273994
"Los Angeles Clippers","Denver Nuggets","Tue, 28 Nov 2023 03:30:00 GMT","Regular Season",0.03267959693665412,-0.0073428560803841525,-0.0002729655379606344,0.005717683491364173,-0.07933450840634981,"Los Angeles Clippers",0.48860438942037143,0.5614800225098481,0.09833333333333333,0.05746042861888473,"Denver Nuggets",0.4959472455007556,0.5617529880478087,0.09261564984196916,0.13679493702523454
"Detroit Pistons","Washington Wizards","Tue, 28 Nov 2023 00:00:00 GMT","Regular Season",-0.03666098868454204,-0.007211752351120648,-0.012381280421436047,0.012858243169808742,-0.022755575853090848,"Detroit Pistons",0.46296040833218377,0.5255207614843427,0.11685524775653532,0.976592977893368,"Washington Wizards",0.4701721606833044,0.5379020419057787,0.10399700458672657,0.9993485537464588
"Utah Jazz","New Orleans Pelicans","Tue, 28 Nov 2023 02:00:00 GMT","Regular Season",0.2592908239238477,-0.019151816453514547,-0.018637106262135328,0.019544720479017508,0.9442292445387984,"Utah Jazz",0.46710080043413377,0.5390042056708724,0.11746699827817103,1.0074014904953306,"New Orleans Pelicans",0.4862526168876483,0.5576413119330077,0.09792227779915352,0.06317224595653216
"Minnesota Timberwolves","Oklahoma City Thunder","Wed, 29 Nov 2023 01:00:00 GMT","Regular Season",0.029413924912522482,-0.013683695561433895,-0.013749007979548589,0.01498383947989558,0.0032562617047743186,"Minnesota Timberwolves",0.48508746773731,0.5594350444508174,0.10663160969909437,0.11982051650960364,"Oklahoma City Thunder",0.4987711632987439,0.573184052430366,0.09164777021919879,0.11656425480482932
"Dallas Mavericks","Houston Rockets","Wed, 29 Nov 2023 01:30:00 GMT","Regular Season",-0.19796425451808897,0.02185131841910809,0.03333112898040913,-0.0010260585148737927,-0.8791675473511376,"Dallas Mavericks",0.4810281517747858,0.5624235006119951,0.0945804362320221,0.12856755859272595,"Houston Rockets",0.4591768333556777,0.529092371631586,0.09560649474689589,1.0077351059438635
"Sacramento Kings","Golden State Warriors","Wed, 29 Nov 2023 03:00:00 GMT","Regular Season",0.11425226120059118,0.00014891942373790323,-0.0014266148751260754,-0.009093208635060676,0.013344201210112944,"Sacramento Kings",0.47659289067739774,0.5556002682763246,0.0970663144986322,0.023385734701831883,"Golden State Warriors",0.47644397125365984,0.5570268831514507,0.10615952313369288,0.010041533491718938
"Boston Celtics","Chicago Bulls","Wed, 29 Nov 2023 00:30:00 GMT","Regular Season",0.13644707024318758,0.01706602619594333,0.044289627541606924,-0.004787176355056419,0.09496739035886687,"Boston Celtics",0.4868848025959978,0.5782179556517036,0.08900876601483479,0.11947708604118588,"Chicago Bulls",0.4698187764000545,0.5339283281100967,0.09379594236989121,0.024509695682319015
"Miami Heat","Milwaukee Bucks","Wed, 29 Nov 2023 00:30:00 GMT","Regular Season",0.05991684482766624,-0.0223524554054772,-0.02969965511690653,-0.0003510475316803874,0.004701671839716384,"Miami Heat",0.4651096553688408,0.5378809455995442,0.09520534486146591,0.0770575621127203,"Milwaukee Bucks",0.487462110774318,0.5675806007164508,0.0955563923931463,0.07235589027300392
"New York Knicks","Charlotte Hornets","Wed, 29 Nov 2023 00:30:00 GMT","Regular Season",-0.17718768416346264,0.005929629368760292,0.011132131869463047,-0.0069452201388117,-0.8175480306207612,"New York Knicks",0.4659043945447031,0.5404325664692107,0.10048946159224853,0.1578245176909246,"Charlotte Hornets",0.4599747651759428,0.5293004345997476,0.10743468173106023,0.9753725483116858
"Brooklyn Nets","Toronto Raptors","Wed, 29 Nov 2023 00:30:00 GMT","Regular Season",0.003041428376730604,-0.015589459495401414,-0.004759099727309368,-0.005536268903789582,0.001964007432208814,"Brooklyn Nets",0.4555905296291228,0.5304502531818804,0.09860675039246468,0.9994003157161376,"Toronto Raptors",0.4711799891245242,0.5352093529091898,0.10414301929625426,0.9974363082839288
"Cleveland Cavaliers","Atlanta Hawks","Wed, 29 Nov 2023 00:30:00 GMT","Regular Season",0.11469282508282153,0.014707581578290885,0.01807101706642078,0.003463374343379552,0.10885912039178935,"Cleveland Cavaliers",0.47985450475657526,0.5570089535534415,0.10193185127657509,0.12109819596175045,"Atlanta Hawks",0.4651469231782844,0.5389379364870207,0.09846847693319553,0.012239075569961087
"Detroit Pistons","Los Angeles Lakers","Thu, 30 Nov 2023 00:00:00 GMT","Regular Season",0.2452027034216948,-0.03592476446603249,-0.04088113372190039,0.015219841676890111,0.906417692710628,"Detroit Pistons",0.46296040833218377,0.5255207614843427,0.11685524775653532,0.976592977893368,"Los Angeles Lakers",0.49888517279821626,0.5664018952062431,0.1016354060796452,0.07017528518273994
"Denver Nuggets","Houston Rockets","Thu, 30 Nov 2023 02:00:00 GMT","Regular Season",-0.18387875753821092,0.03677041214507787,0.032660616416222754,-0.002990844904926737,-0.8709401689186289,"Denver Nuggets",0.4959472455007556,0.5617529880478087,0.09261564984196916,0.13679493702523454,"Houston Rockets",0.4591768333556777,0.529092371631586,0.09560649474689589,1.0077351059438635
"New Orleans Pelicans","Philadelphia 76ers","Thu, 30 Nov 2023 01:00:00 GMT","Regular Season",0.05729429683703269,0.02192305748238299,0.02565386138055914,0.00907612395299967,-0.019630665543188902,"New Orleans Pelicans",0.4862526168876483,0.5576413119330077,0.09792227779915352,0.06317224595653216,"Philadelphia 76ers",0.4643295594052653,0.5319874505524486,0.08884615384615385,0.08280291149972106
"Sacramento Kings","Los Angeles Clippers","Thu, 30 Nov 2023 03:00:00 GMT","Regular Season",0.0683742424574626,-0.012011498742973692,-0.005879754233523493,-0.0012670188347011224,-0.034074693917052847,"Sacramento Kings",0.47659289067739774,0.5556002682763246,0.0970663144986322,0.023385734701831883,"Los Angeles Clippers",0.48860438942037143,0.5614800225098481,0.09833333333333333,0.05746042861888473
"Toronto Raptors","Phoenix Suns","Thu, 30 Nov 2023 00:30:00 GMT","Regular Season",0.323649856661099,-0.021811657484565428,-0.029989571060794584,-0.007386165460137442,0.963888149018457,"Toronto Raptors",0.4711799891245242,0.5352093529091898,0.10414301929625426,0.9974363082839288,"Phoenix Suns",0.4929916466090896,0.5651989239699844,0.1115291847563917,0.03354815926547188
"Orlando Magic","Washington Wizards","Thu, 30 Nov 2023 00:00:00 GMT","Regular Season",-0.23907931553515782,0.006545286859092836,0.004064040301752225,0.007355413972009853,-0.9325307755324009,"Orlando Magic",0.47671744754239725,0.541966082207531,0.11135241855873643,0.06681777821405784,"Washington Wizards",0.4701721606833044,0.5379020419057787,0.10399700458672657,0.9993485537464588
"Memphis Grizzlies","Utah Jazz","Thu, 30 Nov 2023 01:00:00 GMT","Regular Season",-0.03070082599002477,-0.03210771606345603,-0.029944731258700896,-0.0018038696202997834,-0.05947672144069904,"Memphis Grizzlies",0.43499308437067774,0.5090594744121715,0.11566312865787125,0.9479247690546315,"Utah Jazz",0.46710080043413377,0.5390042056708724,0.11746699827817103,1.0074014904953306
"Cleveland Cavaliers","Portland Trail Blazers","Fri, 01 Dec 2023 00:00:00 GMT","Regular Season",-0.12199103287020308,0.04116499959072428,0.05449399977421365,-0.017534491961751178,-0.8190561609562851,"Cleveland Cavaliers",0.47985450475657526,0.5570089535534415,0.10193185127657509,0.12109819596175045,"Portland Trail Blazers",0.438689505165851,0.5025149537792278,0.11946634323832626,0.9401543569180355
"Oklahoma City Thunder","Los Angeles Lakers","Fri, 01 Dec 2023 01:00:00 GMT","Regular Season",0.1223716291820508,-0.00011400949947237837,0.006782157224122898,-0.009987635860446417,0.04638896962208938,"Oklahoma City Thunder",0.4987711632987439,0.573184052430366,0.09164777021919879,0.11656425480482932,"Los Angeles Lakers",0.49888517279821626,0.5664018952062431,0.1016354060796452,0.07017528518273994
"Miami Heat","Indiana Pacers","Fri, 01 Dec 2023 00:30:00 GMT","Regular Season",0.004975750149561975,-0.04219393720912995,-0.04061622508080842,0.00357587041024085,-0.08182714215844294,"Miami Heat",0.4651096553688408,0.5378809455995442,0.09520534486146591,0.0770575621127203,"Indiana Pacers",0.5073035925779708,0.5784971706803527,0.09162947445122506,0.15888470427116325
"Golden State Warriors","Los Angeles Clippers","Fri, 01 Dec 2023 03:00:00 GMT","Regular Season",0.04600637695894205,-0.012160418166711595,-0.004453139358397418,0.007826189800359554,-0.047418895127165794,"Golden State Warriors",0.47644397125365984,0.5570268831514507,0.10615952313369288,0.010041533491718938,"Los Angeles Clippers",0.48860438942037143,0.5614800225098481,0.09833333333333333,0.05746042861888473
"Chicago Bulls","Milwaukee Bucks","Fri, 01 Dec 2023 01:00:00 GMT","Regular Season",0.050998883770508985,-0.01764333437426352,-0.03365227260635406,-0.001760450023255089,-0.0478461945906849,"Chicago Bulls",0.4698187764000545,0.5339283281100967,0.09379594236989121,0.024509695682319015,"Milwaukee Bucks",0.487462110774318,0.5675806007164508,0.0955563923931463,0.07235589027300392
"New York Knicks","Detroit Pistons","Fri, 01 Dec 2023 00:30:00 GMT","Regular Season",-0.1573301971351999,0.002943986212519345,0.014911804984867993,-0.016365786164286786,-0.8187684602024434,"New York Knicks",0.4659043945447031,0.5404325664692107,0.10048946159224853,0.1578245176909246,"Detroit Pistons",0.46296040833218377,0.5255207614843427,0.11685524775653532,0.976592977893368
"Brooklyn Nets","Charlotte Hornets","Fri, 01 Dec 2023 00:30:00 GMT","Regular Season",0.026414970752575928,-0.004384235546820048,0.001149818582132811,-0.008827931338595552,0.024027767404451783,"Brooklyn Nets",0.4555905296291228,0.5304502531818804,0.09860675039246468,0.9994003157161376,"Charlotte Hornets",0.4599747651759428,0.5293004345997476,0.10743468173106023,0.9753725483116858
"Minnesota Timberwolves","Utah Jazz","Fri, 01 Dec 2023 01:00:00 GMT","Regular Season",-0.1734160390387567,0.017986667303176218,0.020430838779945004,-0.010835388579076663,-0.8875809739857269,"Minnesota Timberwolves",0.48508746773731,0.5594350444508174,0.10663160969909437,0.11982051650960364,"Utah Jazz",0.46710080043413377,0.5390042056708724,0.11746699827817103,1.0074014904953306
"San Antonio Spurs","Atlanta Hawks","Fri, 01 Dec 2023 01:00:00 GMT","Regular Season",0.28907772736390236,-0.0028015762175527814,-0.006931481403642525,0.013777377090977608,0.9708403276550867,"San Antonio Spurs",0.4623453469607316,0.5320064550833782,0.11224585402417314,0.9830794032250477,"Atlanta Hawks",0.4651469231782844,0.5389379364870207,0.09846847693319553,0.012239075569961087
"Dallas Mavericks","Memphis Grizzlies","Sat, 02 Dec 2023 00:30:00 GMT","Regular Season",-0.10857542701467549,0.046035067404108065,0.05336402619982361,-0.021082692425849148,-0.8193572104619056,"Dallas Mavericks",0.4810281517747858,0.5624235006119951,0.0945804362320221,0.12856755859272595,"Memphis Grizzlies",0.43499308437067774,0.5090594744121715,0.11566312865787125,0.9479247690546315
"Phoenix Suns","Denver Nuggets","Sat, 02 Dec 2023 03:00:00 GMT","Regular Season",0.003791044612703187,-0.002955598891665967,0.0034459359221756802,0.018913534914422547,-0.10324677775976265,"Phoenix Suns",0.4929916466090896,0.5651989239699844,0.1115291847563917,0.03354815926547188,"Denver Nuggets",0.4959472455007556,0.5617529880478087,0.09261564984196916,0.13679493702523454
"Boston Celtics","Philadelphia 76ers","Sat, 02 Dec 2023 00:30:00 GMT","Regular Season",0.10318131117234497,0.022555243190732488,0.04623050509925508,0.00016261216868093675,0.03667417454146482,"Boston Celtics",0.4868848025959978,0.5782179556517036,0.08900876601483479,0.11947708604118588,"Philadelphia 76ers",0.4643295594052653,0.5319874505524486,0.08884615384615385,0.08280291149972106
"New Orleans Pelicans","San Antonio Spurs","Sat, 02 Dec 2023 01:00:00 GMT","Regular Season",-0.16970124884876392,0.02390726992691672,0.025634856849629517,-0.014323576225019619,-0.9199071572685156,"New Orleans Pelicans",0.4862526168876483,0.5576413119330077,0.09792227779915352,0.06317224595653216,"San Antonio Spurs",0.4623453469607316,0.5320064550833782,0.11224585402417314,0.9830794032250477
"Orlando Magic","Washington Wizards","Sat, 02 Dec 2023 00:00:00 GMT","Regular Season",-0.23907931553515782,0.006545286859092836,0.004064040301752225,0.007355413972009853,-0.9325307755324009,"Orlando Magic",0.47671744754239725,0.541966082207531,0.11135241855873643,0.06681777821405784,"Washington Wizards",0.4701721606833044,0.5379020419057787,0.10399700458672657,0.9993485537464588
"Toronto Raptors","New York Knicks","Sat, 02 Dec 2023 00:30:00 GMT","Regular Season",0.2711685405064419,0.005275594579821075,-0.005223213560020867,0.0036535577040057304,0.8396117905930043,"Toronto Raptors",0.4711799891245242,0.5352093529091898,0.10414301929625426,0.9974363082839288,"New York Knicks",0.4659043945447031,0.5404325664692107,0.10048946159224853,0.1578245176909246
"Charlotte Hornets","Minnesota Timberwolves","Sat, 02 Dec 2023 22:00:00 GMT","Regular Season",0.2680268223448917,-0.02511270256136716,-0.03013460985106975,0.0008030720319658624,0.8555520318020822,"Charlotte Hornets",0.4599747651759428,0.5293004345997476,0.10743468173106023,0.9753725483116858,"Minnesota Timberwolves",0.48508746773731,0.5594350444508174,0.10663160969909437,0.11982051650960364
"Utah Jazz","Portland Trail Blazers","Sun, 03 Dec 2023 02:30:00 GMT","Regular Season",0.05499986935486012,0.028411295268282788,0.036489251891644536,-0.0019993449601552332,0.06724713357729506,"Utah Jazz",0.46710080043413377,0.5390042056708724,0.11746699827817103,1.0074014904953306,"Portland Trail Blazers",0.438689505165851,0.5025149537792278,0.11946634323832626,0.9401543569180355
"Phoenix Suns","Memphis Grizzlies","Sun, 03 Dec 2023 02:00:00 GMT","Regular Season",-0.16074124839227466,0.05799856223841188,0.056139449557812915,-0.004133943901479545,-0.9143766097891597,"Phoenix Suns",0.4929916466090896,0.5651989239699844,0.1115291847563917,0.03354815926547188,"Memphis Grizzlies",0.43499308437067774,0.5090594744121715,0.11566312865787125,0.9479247690546315
"Dallas Mavericks","Oklahoma City Thunder","Sun, 03 Dec 2023 02:00:00 GMT","Regular Season",0.057416146097820864,-0.017743011523958074,-0.010760551818370878,0.0029326660128233123,0.01200330378789663,"Dallas Mavericks",0.4810281517747858,0.5624235006119951,0.0945804362320221,0.12856755859272595,"Oklahoma City Thunder",0.4987711632987439,0.573184052430366,0.09164777021919879,0.11656425480482932
"Los Angeles Lakers","Houston Rockets","Sun, 03 Dec 2023 03:30:00 GMT","Regular Season",-0.21823252022965645,0.03970833944253854,0.03730952357465711,0.006028911332749312,-0.9375598207611235,"Los Angeles Lakers",0.49888517279821626,0.5664018952062431,0.1016354060796452,0.07017528518273994,"Houston Rockets",0.4591768333556777,0.529092371631586,0.09560649474689589,1.0077351059438635
"Sacramento Kings","Denver Nuggets","Sun, 03 Dec 2023 03:00:00 GMT","Regular Season",0.018714505362333322,-0.019354354823357844,-0.0061527197714841275,0.00445066465666305,-0.11340920232340265,"Sacramento Kings",0.47659289067739774,0.5556002682763246,0.0970663144986322,0.023385734701831883,"Denver Nuggets",0.4959472455007556,0.5617529880478087,0.09261564984196916,0.13679493702523454
"Miami Heat","Indiana Pacers","Sun, 03 Dec 2023 01:00:00 GMT","Regular Season",0.004975750149561975,-0.04219393720912995,-0.04061622508080842,0.00357587041024085,-0.08182714215844294,"Miami Heat",0.4651096553688408,0.5378809455995442,0.09520534486146591,0.0770575621127203,"Indiana Pacers",0.5073035925779708,0.5784971706803527,0.09162947445122506,0.15888470427116325
"Los Angeles Clippers","Golden State Warriors","Sat, 02 Dec 2023 21:00:00 GMT","Regular Season",0.12821735277491197,0.012160418166711595,0.004453139358397418,-0.007826189800359554,0.047418895127165794,"Los Angeles Clippers",0.48860438942037143,0.5614800225098481,0.09833333333333333,0.05746042861888473,"Golden State Warriors",0.47644397125365984,0.5570268831514507,0.10615952313369288,0.010041533491718938
"Brooklyn Nets","Orlando Magic","Sun, 03 Dec 2023 00:00:00 GMT","Regular Season",0.32563944682517687,-0.02112691791327448,-0.011515829025650515,-0.012745668166271748,0.9325825375020798,"Brooklyn Nets",0.4555905296291228,0.5304502531818804,0.09860675039246468,0.9994003157161376,"Orlando Magic",0.47671744754239725,0.541966082207531,0.11135241855873643,0.06681777821405784
"Milwaukee Bucks","Atlanta Hawks","Sun, 03 Dec 2023 01:00:00 GMT","Regular Season",0.1254569318847928,0.022315187596033625,0.02864266422943007,-0.0029120845400492368,0.06011681470304283,"Milwaukee Bucks",0.487462110774318,0.5675806007164508,0.0955563923931463,0.07235589027300392,"Atlanta Hawks",0.4651469231782844,0.5389379364870207,0.09846847693319553,0.012239075569961087
"Detroit Pistons","Cleveland Cavaliers","Sun, 03 Dec 2023 00:00:00 GMT","Regular Season",0.2417105830615427,-0.01689409642439149,-0.03148819206909881,0.01492339647996023,0.8554947819316175,"Detroit Pistons",0.46296040833218377,0.5255207614843427,0.11685524775653532,0.976592977893368,"Cleveland Cavaliers",0.47985450475657526,0.5570089535534415,0.10193185127657509,0.12109819596175045
"Chicago Bulls","New Orleans Pelicans","Sun, 03 Dec 2023 01:00:00 GMT","Regular Season",0.06231939097255623,-0.01643384048759383,-0.023712983822910982,-0.004126335429262315,-0.03866255027421314,"Chicago Bulls",0.4698187764000545,0.5339283281100967,0.09379594236989121,0.024509695682319015,"New Orleans Pelicans",0.4862526168876483,0.5576413119330077,0.09792227779915352,0.06317224595653216
"New Orleans Pelicans","Minnesota Timberwolves","Tue, 12 Dec 2023 01:00:00 GMT","Regular Season",0.08700825714561167,0.0011651491503383293,-0.0017937325178096764,-0.008709331899940845,-0.05664827055307148,"New Orleans Pelicans",0.4862526168876483,0.5576413119330077,0.09792227779915352,0.06317224595653216,"Minnesota Timberwolves",0.48508746773731,0.5594350444508174,0.10663160969909437,0.11982051650960364
"Los Angeles Clippers","Portland Trail Blazers","Tue, 12 Dec 2023 03:30:00 GMT","Regular Season",-0.12355992700448382,0.04991488425452045,0.05896506873062024,-0.021133009904992936,-0.8826939282991508,"Los Angeles Clippers",0.48860438942037143,0.5614800225098481,0.09833333333333333,0.05746042861888473,"Portland Trail Blazers",0.438689505165851,0.5025149537792278,0.11946634323832626,0.9401543569180355
"Memphis Grizzlies","Dallas Mavericks","Tue, 12 Dec 2023 01:00:00 GMT","Regular Season",0.18983687361574897,-0.046035067404108065,-0.05336402619982361,0.021082692425849148,0.8193572104619056,"Memphis Grizzlies",0.43499308437067774,0.5090594744121715,0.11566312865787125,0.9479247690546315,"Dallas Mavericks",0.4810281517747858,0.5624235006119951,0.0945804362320221,0.12856755859272595
"Atlanta Hawks","Denver Nuggets","Tue, 12 Dec 2023 00:30:00 GMT","Regular Season",-0.00015050860393184262,-0.030800322322471207,-0.022815051560788002,0.0058528270912263786,-0.12455586145527345,"Atlanta Hawks",0.4651469231782844,0.5389379364870207,0.09846847693319553,0.012239075569961087,"Denver Nuggets",0.4959472455007556,0.5617529880478087,0.09261564984196916,0.13679493702523454
